0.771321	0.020752
0.633648	0.748804
0.498507	0.224797
0.198063	0.760531
0.169111	0.088340
0.685360	0.953393
0.003948	0.512192
0.812621	0.612526
0.721755	0.291876
0.917774	0.714576
0.542544	0.142170
0.373341	0.674134
0.441833	0.434014
0.617767	0.513138
0.650397	0.601039
0.805223	0.521647
0.908649	0.319236
0.090459	0.300700
0.113984	0.828681
0.046896	0.626287
0.547586	0.819287
0.198948	0.856850
0.351653	0.754648
0.295962	0.883936
0.325512	0.165016
0.392529	0.093460
0.821106	0.151152
0.384114	0.944261
0.987625	0.456305
0.826123	0.251374
0.597372	0.902832
0.534558	0.590201
0.039282	0.357182
0.079613	0.305460
0.330719	0.773830
0.039959	0.429492
0.314927	0.636491
0.346347	0.043097
0.879915	0.763241
0.878097	0.417509
0.605578	0.513467
0.597837	0.262216
0.300871	0.025400
0.303063	0.242076
0.557578	0.565507
0.475132	0.292798
0.064251	0.978819
0.339708	0.495049
0.977081	0.440774
0.318273	0.519797
0.578136	0.853934
0.068097	0.464531
0.781949	0.718603
0.586022	0.037094
0.350656	0.563191
0.299730	0.512334
0.673467	0.159194
0.050478	0.337816
0.108064	0.178903
0.885827	0.365365
0.218769	0.752496
0.106880	0.744603
0.469785	0.598256
0.147620	0.184035
0.645072	0.048628
0.248613	0.542409
0.226773	0.381412
0.922233	0.925357
0.566750	0.533471
0.014860	0.977899
0.573029	0.791757
0.561557	0.877335
0.584196	0.708850
0.148533	0.428451
0.693890	0.104620
0.439605	0.166202
0.506979	0.819036
0.090107	0.800069
0.565126	0.589348
0.198101	0.436118
0.295904	0.037558
0.030685	0.453105
0.744864	0.557295
0.385114	0.168073
0.838261	0.599052
0.782715	0.848509
0.603163	0.781061
0.615737	0.021165
0.750465	0.176042
0.458514	0.513123
0.484021	0.844386
0.174814	0.014635
0.848764	0.742675
0.456698	0.416898
0.116730	0.338679
0.094659	0.715831
0.077085	0.205950
0.573776	0.293832
0.655727	0.803568
0.351214	0.093440
0.813316	0.784867
0.393419	0.864479
0.384031	0.257303
0.829402	0.736383
0.507601	0.644327
0.213187	0.895709
0.965946	0.317002
0.865553	0.310284
0.025264	0.049195
0.184627	0.069033
0.257475	0.913582
0.457850	0.130212
0.809892	0.403470
0.024433	0.856831
0.274295	0.709106
0.355772	0.794309
0.844619	0.538148
0.559087	0.122510
0.377642	0.428747
0.511209	0.891763
0.300211	0.396442
0.793273	0.412276
0.184868	0.840247
0.569271	0.060050
0.988917	0.228782
0.614702	0.368027
0.802776	0.627562
0.821216	0.288253
0.274795	0.601052
0.938514	0.707296
0.263403	0.122336
0.458724	0.974812
0.680574	0.193254
0.046739	0.952644
0.858649	0.827903
0.963901	0.598936
0.930916	0.146769
0.113960	0.372029
0.766560	0.321142
0.638035	0.009221
0.543465	0.337755
0.898024	0.940707
0.384122	0.396118
0.897280	0.058822
0.405379	0.130176
0.086969	0.783964
0.304573	0.584056
0.878466	0.880792
0.600954	0.645228
0.056628	0.297484
0.691775	0.189029
0.803008	0.514764
0.757286	0.177789
0.082620	0.482072
0.528854	0.696308
0.204762	0.671372
0.793269	0.041738
0.963358	0.975393
0.550661	0.064907
0.345237	0.020430
0.800852	0.207927
0.143253	0.699894
0.057950	0.256608
0.510332	0.995259
0.146516	0.449515
0.601440	0.097272
0.288735	0.720800
0.550806	0.838577
0.580331	0.184572
0.615502	0.886955
0.516789	0.626144
0.505059	0.909663
0.413305	0.535469
0.342643	0.129577
0.662822	0.935670
0.612729	0.842738
0.217908	0.903172
0.009770	0.225813
0.132055	0.907543
0.910231	0.581058
0.087493	0.116879
0.771071	0.732795
0.087128	0.357463
0.773212	0.131472
0.537832	0.754724
0.272526	0.566517
0.476685	0.556621
0.440737	0.693737
0.718237	0.756382
0.037322	0.678835
0.477221	0.100171
0.614196	0.837915
0.733894	0.321566
0.067855	0.037330
0.559125	0.160853
0.267888	0.235712
0.019347	0.151686
0.033903	0.981835
0.360485	0.825465
0.412237	0.253179
0.236711	0.773116
0.671257	0.706331
0.853155	0.522050
0.442770	0.553748
0.651995	0.788554
0.892269	0.309105
0.135610	0.750927
0.526833	0.784739
0.429926	0.838847
0.537354	0.250424
0.058894	0.091949
0.174200	0.439254
0.810934	0.910402
0.576091	0.291154
0.651786	0.637921
0.503575	0.965553
0.806691	0.928519
0.613935	0.982004
0.714988	0.008659
0.288146	0.841399
0.443177	0.173050
0.114527	0.797881
0.648905	0.501746
0.285640	0.636696
0.368342	0.539539
0.762067	0.839887
0.104957	0.510631
0.645489	0.153067
0.001760	0.967046
0.807867	0.274068
0.279090	0.120680
0.480688	0.932302
0.914927	0.243875
0.394858	0.970240
0.275620	0.937849
0.769012	0.884719
0.871005	0.146471
0.789189	0.909222
0.838171	0.712031
0.307379	0.353785
0.236353	0.089812
0.194478	0.615808
0.932084	0.691084
0.562847	0.263756
0.527147	0.804383
0.295076	0.183339
0.019732	0.743321
0.038293	0.433680
0.832085	0.013459
0.509335	0.479549
0.029655	0.011429
0.331844	0.061431
0.598174	0.885920
0.412134	0.038272
0.080842	0.081915
0.809367	0.800694
0.016910	0.861294
0.911300	0.400877
0.286891	0.843045
0.617045	0.140599
0.228756	0.841498
0.844358	0.220146
0.811138	0.535954
0.610428	0.523870
0.639629	0.005156
0.024739	0.690026
0.171593	0.693931
0.285266	0.055106
0.582223	0.295819
0.322816	0.966989
0.194935	0.347397
0.104014	0.401782
0.092848	0.504844
0.742591	0.005291
0.090161	0.056184
0.884326	0.985586
0.520175	0.198417
0.933348	0.654598
0.791792	0.511216
0.788212	0.334797
0.113253	0.904814
0.004224	0.073504
0.132291	0.942150
0.302930	0.213313
0.255663	0.095920
0.401798	0.731028
0.648210	0.250846
0.227439	0.495816
0.864765	0.634064
0.754492	0.437123
0.400212	0.722916
0.372369	0.552598
0.080464	0.594276
0.280921	0.742448
0.298827	0.757537
0.226360	0.004408
0.139780	0.295764
0.195594	0.548882
0.209992	0.778492
0.484680	0.639340
0.167696	0.924683
0.717340	0.154814
0.723634	0.186410
0.829665	0.196642
0.961301	0.547598
0.222864	0.212727
0.627988	0.633276
0.303279	0.816368
0.419057	0.813858
0.265215	0.983425
0.872305	0.448525
0.335385	0.029706
0.990937	0.680950
0.189158	0.045046
0.013140	0.661811
0.107512	0.309958
0.307947	0.117472
0.946931	0.977391
0.904479	0.796180
0.065429	0.717039
