-3.472515	-7.297961
0.792782	-4.599269
2.328045	3.281751
6.026728	-10.091410
1.713021	5.446823
3.733210	3.795174
6.358417	-10.665089
-0.616333	-3.621306
4.334527	5.342894
5.825518	-6.007510
5.025437	-10.408925
0.410482	5.906979
3.082539	2.548222
1.797364	-5.588848
-0.461304	-7.543033
5.158040	5.977912
3.721510	-9.382256
3.913463	2.044309
5.258004	-10.128232
2.580097	3.845238
4.616594	-8.522721
2.948219	-3.333319
1.813295	2.995406
1.986964	-4.763794
5.575137	-7.487966
-0.111314	4.641917
2.456415	4.375870
4.206739	5.226293
2.228989	6.248391
5.824680	-9.422138
1.390829	-7.037533
0.834211	4.643388
3.112376	4.269867
7.311121	-10.682915
-0.638454	-4.331404
0.536770	-3.082455
1.480432	-5.945706
2.349280	6.459686
2.574193	1.778509
2.998862	1.984487
-2.596467	-4.585621
6.075952	-7.780405
-1.649406	-5.688672
0.381399	-6.276432
4.747813	5.495427
5.625475	-10.299174
6.274142	-9.806091
3.978814	-8.042550
-1.566989	-5.263468
7.653218	-11.204668
4.527273	8.674065
3.307715	-5.328295
2.459820	-12.200019
7.111950	-7.076028
-0.101922	-6.225248
9.018468	-8.208773
2.599719	5.566089
0.736212	-4.882621
6.416760	-10.111269
4.882664	-9.767820
3.145095	8.677554
6.279453	3.867043
-1.714516	-6.087159
0.169846	-3.699951
1.720893	-6.362032
7.119591	-10.631676
5.769358	-8.917255
0.770967	-4.388105
-0.529511	-6.691153
0.468665	-3.801607
5.650592	7.593299
7.389122	-9.292441
2.203722	4.452755
2.014425	5.187734
0.337062	-5.770015
1.105266	3.779064
4.682854	5.020042
1.383891	-9.973462
5.019541	-8.665155
5.432850	-9.846861
5.905447	-8.893607
1.288601	5.680705
4.219526	-9.904007
3.740903	6.353481
-1.099059	-5.895356
1.949825	5.110459
-2.161181	-6.522487
4.917702	-9.116706
1.620334	-4.657538
0.661473	-4.510506
5.078139	-10.337554
6.995687	-11.712795
5.304730	-10.378905
0.500357	-5.814986
-0.385366	-5.418139
-1.090467	-4.684070
2.849178	2.114892
4.017263	-10.318967
6.689750	-9.279590
5.387555	-9.151320
